customer_id,total_orders,total_spend,average_order_value,first_purchase,last_purchase,total_returns,avg_discount_pct,discount_orders,distinct_categories,days_since_last_purchase,customer_span_days,purchase_frequency,return_rate,discount_usage_rate,favorite_category,avg_review_rating,n_reviews,site_visits_last_90d,avg_pages_per_visit,signup_date,region,acquisition_channel,age,primary_category,customer_tenure_days,customer_lifetime_value,will_purchase_next_60d,churned,churn_probability,predicted_churn,is_test_set,value_none,value_email_nudge,value_discount_offer,value_personal_outreach,assigned_action,assigned_cost,expected_value_saved
100906,5.0,5977.39,1195.478,2023-11-02,2024-07-21,0.0,6.0,1.0,3.0,346.0,262.0,0.5725190839694657,0.0,0.2,Grocery,3.1,3.0,8.0,5.666666666666667,2023-10-14,East,Organic Search,30,Grocery,627,3479.6608452950563,0,1,0.9191337732796576,1,0,0.0,159.9136901234764,575.6892844445151,1119.3958308643348,discount_offer,20,159.9136901234764
102696,3.0,3490.76,1163.5866666666668,2024-01-09,2024-12-21,0.0,1.6666666666666667,1.0,2.0,193.0,347.0,0.2593659942363112,0.0,0.3333333333333333,Sports & Outdoors,3.9,1.0,4.0,5.0,2023-08-12,North,Organic Search,36,Sports & Outdoors,690,1846.5614492753623,0,1,0.908333929473648,1,0,0.0,83.86472086174221,301.9129951022719,587.0530460321954,discount_offer,20,83.86472086174221
103568,6.0,9392.77,1565.4616666666668,2023-08-26,2024-12-10,1.0,0.8333333333333334,1.0,3.0,204.0,472.0,0.3813559322033898,0.1666666666666666,0.1666666666666666,Books,2.6666666666666665,3.0,4.0,3.0,2023-01-01,North,Organic Search,34,Books,913,3755.050438116101,0,1,0.9061920901390272,1,0,0.0,170.13985025469498,612.5034609169019,1190.9789517828647,discount_offer,20,170.13985025469498
105977,3.0,2425.25,808.4166666666666,2023-12-08,2024-09-24,1.0,5.0,1.0,1.0,281.0,291.0,0.3092783505154639,0.3333333333333333,0.3333333333333333,Toys & Games,2.6666666666666665,3.0,4.0,4.666666666666667,2023-07-02,Central,Direct,46,Toys & Games,731,1210.9661422708618,0,1,0.8979055459420069,1,0,0.0,54.36666075465021,195.71997871674074,380.5666252825514,discount_offer,0,0.0
103235,2.0,2182.08,1091.04,2024-07-09,2025-01-26,1.0,0.0,0.0,1.0,157.0,201.0,0.2985074626865671,0.5,0.0,Fashion,3.0,1.0,4.0,4.0,2024-07-08,North,Paid Ads,25,Fashion,359,2218.5493036211697,0,1,0.8965505224720873,1,0,0.0,99.45207686458227,358.02747671249614,696.1645380520757,discount_offer,20,99.45207686458227
104004,7.0,7284.49,1040.6414285714286,2023-02-18,2024-10-11,0.0,5.0,3.0,3.0,264.0,601.0,0.3494176372712146,0.0,0.4285714285714285,Beauty & Personal Care,2.875,4.0,3.0,6.666666666666667,2023-01-01,South,Direct,33,Beauty & Personal Care,913,2912.200273822563,0,1,0.8956421386846575,1,0,0.0,130.41446407622428,469.49207067440733,912.9012485335697,discount_offer,20,130.41446407622428
105294,9.0,8338.31,926.4788888888888,2023-07-15,2024-10-06,1.0,6.111111111111111,3.0,3.0,269.0,449.0,0.6013363028953229,0.1111111111111111,0.3333333333333333,Beauty & Personal Care,3.333333333333333,3.0,10.0,5.333333333333333,2023-05-15,East,Paid Ads,18,Beauty & Personal Care,779,3906.910333761232,0,1,0.8955373412947929,1,0,0.0,174.9392046486843,629.7811367352633,1224.5744325407898,discount_offer,20,174.9392046486843
101605,6.0,4668.35,778.0583333333334,2023-12-10,2024-06-26,1.0,3.333333333333333,2.0,3.0,371.0,199.0,0.9045226130653266,0.1666666666666666,0.3333333333333333,Beauty & Personal Care,3.3199999999999994,5.0,9.0,4.333333333333333,2023-11-27,North,Paid Ads,37,Beauty & Personal Care,583,2922.7234133790744,0,1,0.8945343407823954,1,0,0.0,130.72382309381615,470.60576313773805,915.0667616567129,discount_offer,20,130.72382309381615
102886,10.0,10896.93,1089.693,2023-02-14,2024-08-17,0.0,8.5,5.0,3.0,319.0,550.0,0.5454545454545455,0.0,0.5,Fashion,3.0,4.0,6.0,2.333333333333333,2023-02-11,North,Paid Ads,41,Fashion,872,4561.21496559633,0,1,0.8935706077216604,1,0,0.0,203.78838143785225,733.6381731762681,1426.5186700649658,discount_offer,20,203.78838143785225
100486,4.0,3173.96,793.49,2023-08-24,2024-12-24,0.0,2.5,2.0,2.0,190.0,488.0,0.2459016393442623,0.0,0.5,Sports & Outdoors,2.65,2.0,4.0,3.0,2023-05-31,South,Organic Search,23,Sports & Outdoors,763,1518.3425950196593,0,1,0.8916041845683981,1,0,0.0,67.68803056639844,243.67691003903437,473.81621396478903,discount_offer,20,67.68803056639844
